instance,n_activities,n_resources,mean_duration,std_duration,total_duration,n_precedence_edges,precedence_density,order_strength,unordered_pair_ratio,critical_path_length,resource_factor,max_resource_pressure,mean_resource_pressure,n_conflict_pairs,conflict_density,resource_lower_bound,heuristic_ub,ub_lb_gap
J6017_8.RCP,60.0,4.0,5.5,2.8431203515386634,330.0,106.0,0.059887005649717516,0.31864406779661014,0.6813559322033899,66.0,0.25,0.802020202020202,0.5936285936285937,99.0,0.08208955223880597,53.0,106.0,40.0
J6017_9.RCP,60.0,4.0,5.366666666666666,2.9550333707459586,322.0,106.0,0.059887005649717516,0.3847457627118644,0.6152542372881356,70.0,0.25,0.7342857142857143,0.5200869963369963,112.0,0.10284664830119375,52.0,90.0,20.0
J6018_1.RCP,60.0,4.0,5.533333333333333,3.02471302587351,332.0,106.0,0.059887005649717516,0.36610169491525424,0.6338983050847458,80.0,0.25,0.41346153846153844,0.3362674313990104,25.0,0.022281639928698752,34.0,88.0,8.0
J6018_10.RCP,60.0,4.0,6.383333333333334,2.8640976861056178,383.0,106.0,0.059887005649717516,0.3898305084745763,0.6101694915254237,97.0,0.25,0.36254295532646047,0.30444448163520327,22.0,0.020370370370370375,36.0,102.0,5.0
J6018_2.RCP,60.0,4.0,5.733333333333333,3.1668421004036325,344.0,106.0,0.059887005649717516,0.3288135593220339,0.6711864406779662,69.0,0.25,0.5289855072463768,0.43730249536885696,15.0,0.012626262626262624,37.0,69.0,0.0
J6018_3.RCP,60.0,4.0,5.333333333333333,2.7243755655603397,320.0,106.0,0.059887005649717516,0.35706214689265536,0.6429378531073446,77.0,0.25,0.4588744588744589,0.36297036297036295,27.0,0.023725834797891036,36.0,77.0,0.0
J6018_4.RCP,60.0,4.0,6.3,2.794637722496424,378.0,106.0,0.059887005649717516,0.3220338983050847,0.6779661016949152,71.0,0.25,0.49608763693270735,0.4456712497205455,19.0,0.015833333333333335,36.0,79.0,8.0
J6018_5.RCP,60.0,4.0,5.35,2.8741665458587007,321.0,106.0,0.059887005649717516,0.3559322033898305,0.6440677966101696,80.0,0.25,0.3525,0.3177730429292929,14.0,0.012280701754385965,29.0,80.0,0.0
J6018_6.RCP,60.0,4.0,5.333333333333333,2.748737083745107,320.0,106.0,0.059887005649717516,0.3807909604519774,0.6192090395480225,61.0,0.25,0.4830601092896175,0.39374999999999993,8.0,0.007299270072992702,30.0,67.0,6.0
J6018_7.RCP,60.0,4.0,5.266666666666667,2.731706833139717,316.0,106.0,0.059887005649717516,0.40847457627118644,0.5915254237288136,87.0,0.25,0.4277504105090312,0.3478448820303755,51.0,0.04871060171919771,38.0,110.0,23.0
J6018_8.RCP,60.0,4.0,5.55,2.9688662257950704,333.0,106.0,0.059887005649717516,0.36271186440677966,0.6372881355932203,78.0,0.25,0.4423076923076923,0.34542606714552415,35.0,0.03102836879432624,35.0,78.0,0.0
J6018_9.RCP,60.0,4.0,5.5,3.11715682420161,330.0,106.0,0.059887005649717516,0.38361581920903953,0.6163841807909605,69.0,0.25,0.4978687127024723,0.39216257155035933,22.0,0.02016498625114574,35.0,79.0,10.0
J6019_1.RCP,60.0,4.0,5.6,2.8530685235374214,336.0,106.0,0.059887005649717516,0.31807909604519774,0.6819209039548022,62.0,0.25,0.4431643625192012,0.3263008832565284,5.0,0.004142502071251036,28.0,63.0,1.0
J6019_10.RCP,60.0,4.0,5.6,2.733739807175023,336.0,106.0,0.059887005649717516,0.384180790960452,0.615819209039548,78.0,0.25,0.34974358974358977,0.2906352245040028,11.0,0.010091743119266056,28.0,78.0,0.0
J6019_2.RCP,60.0,4.0,6.266666666666667,2.88020061029706,376.0,106.0,0.059887005649717516,0.3711864406779661,0.6288135593220339,83.0,0.25,0.39081325301204817,0.3425624490442975,15.0,0.013477088948787063,33.0,83.0,0.0
J6019_3.RCP,60.0,4.0,5.833333333333333,2.81168197980418,350.0,106.0,0.059887005649717516,0.33559322033898303,0.6644067796610169,81.0,0.25,0.36257309941520466,0.30631606523923527,19.0,0.016156462585034014,30.0,84.0,3.0
J6019_4.RCP,60.0,4.0,5.3,3.0127506811328857,318.0,106.0,0.059887005649717516,0.3214689265536723,0.6785310734463277,67.0,0.25,0.4673998428908091,0.3301201482466211,2.0,0.0016652789342214821,32.0,68.0,1.0
J6019_5.RCP,60.0,4.0,5.483333333333333,3.154318028072347,329.0,106.0,0.059887005649717516,0.36666666666666664,0.6333333333333333,73.0,0.25,0.38258317025440314,0.3458982512920869,14.0,0.012488849241748439,28.0,76.0,3.0
J6019_6.RCP,60.0,4.0,5.7,2.7586228448267445,342.0,106.0,0.059887005649717516,0.3672316384180791,0.6327683615819208,68.0,0.25,0.38854489164086686,0.3546642341146985,1.0,0.0008928571428571428,27.0,73.0,5.0
J6019_7.RCP,60.0,4.0,5.25,2.7118566825454966,315.0,106.0,0.059887005649717516,0.3288135593220339,0.6711864406779662,60.0,0.25,0.39166666666666666,0.35189613526570046,3.0,0.0025252525252525246,24.0,64.0,4.0
J6019_8.RCP,60.0,4.0,5.516666666666667,2.7597805870918233,331.0,106.0,0.059887005649717516,0.38757062146892657,0.6124293785310735,82.0,0.25,0.4071294559099437,0.31226856423422533,12.0,0.01107011070110701,34.0,90.0,8.0
J6019_9.RCP,60.0,4.0,5.9,2.9308701779505695,354.0,106.0,0.059887005649717516,0.376271186440678,0.623728813559322,67.0,0.25,0.43781094527363185,0.318549061415611,0.0,0.0,30.0,74.0,7.0
J601_1.RCP,60.0,4.0,5.483333333333333,3.1010302947389743,329.0,87.0,0.04915254237288136,0.2305084745762712,0.7694915254237288,77.0,0.25,0.5324675324675324,0.4768981018981019,90.0,0.06607929515418502,41.0,90.0,13.0
J601_10.RCP,60.0,4.0,5.9,2.936551265231604,354.0,87.0,0.04915254237288136,0.2689265536723164,0.7310734463276836,76.0,0.25,0.5956937799043063,0.4878531556163135,78.0,0.06027820710973725,46.0,107.0,31.0
J601_2.RCP,60.0,4.0,5.733333333333333,2.8511206373790796,344.0,87.0,0.04915254237288136,0.25875706214689265,0.7412429378531074,65.0,0.25,0.7207100591715976,0.5756537052690899,78.0,0.05945121951219512,47.0,85.0,20.0
J601_3.RCP,60.0,4.0,5.266666666666667,2.76204433144888,316.0,87.0,0.04915254237288136,0.24180790960451978,0.7581920903954802,67.0,0.25,0.5927505330490405,0.49574671286425015,52.0,0.038748137108792845,40.0,84.0,17.0
J601_4.RCP,60.0,4.0,5.4,2.8118795611950853,324.0,87.0,0.04915254237288136,0.2615819209039548,0.7384180790960452,79.0,0.25,0.49957805907173,0.4367250892567348,70.0,0.05355776587605203,40.0,102.0,23.0
J601_5.RCP,60.0,4.0,5.133333333333334,3.002591473303612,308.0,87.0,0.04915254237288136,0.268361581920904,0.731638418079096,68.0,0.25,0.5871848739495799,0.478203781512605,97.0,0.0749034749034749,40.0,81.0,13.0
J601_6.RCP,60.0,4.0,4.933333333333334,2.926127512980633,296.0,87.0,0.04915254237288136,0.22542372881355932,0.7745762711864407,52.0,0.25,0.8217948717948718,0.6055129966187658,70.0,0.05105762217359591,43.0,67.0,15.0
J601_7.RCP,60.0,4.0,5.683333333333334,2.8313228160859527,341.0,87.0,0.04915254237288136,0.2214689265536723,0.7785310734463277,60.0,0.25,0.7833333333333333,0.5909361471861472,107.0,0.07764876632801161,47.0,79.0,19.0
J601_8.RCP,60.0,4.0,6.05,2.8485376365192483,363.0,87.0,0.04915254237288136,0.3022598870056497,0.6977401129943503,71.0,0.25,0.7370892018779343,0.5634350977660837,102.0,0.08259109311740889,53.0,96.0,25.0
J601_9.RCP,60.0,4.0,5.7,2.8065399813055696,342.0,87.0,0.04915254237288136,0.2615819209039548,0.7384180790960452,75.0,0.25,0.6238095238095238,0.49408757908757905,93.0,0.07115531752104055,47.0,100.0,25.0
J6020_1.RCP,60.0,4.0,5.7,2.8301943396169813,342.0,106.0,0.059887005649717516,0.3519774011299435,0.6480225988700565,60.0,0.25,0.4128787878787879,0.30773978625541126,0.0,0.0,25.0,60.0,0.0
J6020_10.RCP,60.0,4.0,5.433333333333334,2.8946310453819306,326.0,106.0,0.059887005649717516,0.3649717514124294,0.6350282485875707,70.0,0.25,0.3870748299319728,0.28329712530173357,1.0,0.0008896797153024911,28.0,70.0,0.0
J6020_2.RCP,60.0,4.0,4.8,2.650786046942806,288.0,106.0,0.059887005649717516,0.39717514124293785,0.6028248587570622,78.0,0.25,0.30235042735042733,0.2640873015873016,16.0,0.01499531396438613,24.0,78.0,0.0
J6020_3.RCP,60.0,4.0,5.8,3.0648545370593587,348.0,106.0,0.059887005649717516,0.3632768361581921,0.6367231638418078,69.0,0.25,0.31434282858570717,0.26910479856225733,0.0,0.0,22.0,69.0,0.0
J6020_4.RCP,60.0,4.0,5.633333333333334,2.886558889442968,338.0,106.0,0.059887005649717516,0.33502824858757063,0.6649717514124294,86.0,0.25,0.2016611295681063,0.18386187455954897,0.0,0.0,18.0,86.0,0.0
J6020_5.RCP,60.0,4.0,5.716666666666667,2.944439203349633,343.0,106.0,0.059887005649717516,0.33559322033898303,0.6644067796610169,71.0,0.25,0.35380281690140847,0.2668645439067974,5.0,0.004251700680272109,26.0,71.0,0.0
J6020_6.RCP,60.0,4.0,5.633333333333334,3.0982073669928694,338.0,106.0,0.059887005649717516,0.4135593220338983,0.5864406779661018,97.0,0.25,0.23128641864634694,0.20949358200741747,1.0,0.0009633911368015412,23.0,97.0,0.0
J6020_7.RCP,60.0,4.0,5.466666666666667,2.723151768733347,328.0,106.0,0.059887005649717516,0.36214689265536726,0.6378531073446327,74.0,0.25,0.3115412710007305,0.24036669374959402,0.0,0.0,24.0,74.0,0.0
J6020_8.RCP,60.0,4.0,5.25,2.8613807855648994,315.0,106.0,0.059887005649717516,0.3288135593220339,0.6711864406779662,65.0,0.25,0.29592760180995475,0.2738875319562634,3.0,0.0025252525252525246,20.0,65.0,0.0
J6020_9.RCP,60.0,4.0,6.033333333333333,3.0164364553043193,362.0,106.0,0.059887005649717516,0.3790960451977401,0.6209039548022599,74.0,0.25,0.441678520625889,0.33098909325310927,6.0,0.00545950864422202,33.0,74.0,0.0
J6021_1.RCP,60.0,4.0,5.533333333333333,2.9691001255524463,332.0,106.0,0.059887005649717516,0.3785310734463277,0.6214689265536724,76.0,0.5041666666666667,1.0280701754385966,0.8137979345216187,218.0,0.19818181818181818,79.0,134.0,55.0
J6021_10.RCP,60.0,4.0,4.616666666666666,2.5825805354765263,277.0,106.0,0.059887005649717516,0.3288135593220339,0.6711864406779662,51.0,0.5041666666666667,1.2684766214177978,0.9957619850353414,167.0,0.14057239057239054,65.0,98.0,33.0
J6021_2.RCP,60.0,4.0,5.4,2.817800560721074,324.0,106.0,0.059887005649717516,0.38361581920903953,0.6163841807909605,92.0,0.5041666666666667,0.939799331103679,0.7429356535674471,246.0,0.22548120989917506,87.0,129.0,37.0
J6021_3.RCP,60.0,4.0,5.433333333333334,2.728654532101042,326.0,106.0,0.059887005649717516,0.36892655367231636,0.6310734463276837,65.0,0.5041666666666667,1.0197802197802197,0.9547619047619047,127.0,0.11369740376007159,67.0,120.0,53.0
J6021_4.RCP,60.0,4.0,4.933333333333334,2.774086436208424,296.0,106.0,0.059887005649717516,0.4214689265536723,0.5785310734463277,64.0,0.5041666666666667,1.0602678571428572,0.9085164835164835,215.0,0.2099609375,68.0,129.0,61.0
J6021_5.RCP,60.0,4.0,5.45,2.8718460961548757,327.0,106.0,0.059887005649717516,0.3610169491525424,0.6389830508474577,75.0,0.5041666666666667,0.8691666666666666,0.7376981567480794,87.0,0.07692307692307693,66.0,110.0,35.0
J6021_6.RCP,60.0,4.0,5.15,2.9654960237145263,309.0,106.0,0.059887005649717516,0.3531073446327684,0.6468926553672316,63.0,0.5041666666666667,0.971655328798186,0.8630758571234761,154.0,0.13449781659388646,62.0,114.0,51.0
J6021_7.RCP,60.0,4.0,5.566666666666666,3.1324466830613775,334.0,106.0,0.059887005649717516,0.3949152542372881,0.6050847457627119,80.0,0.5041666666666667,1.0008333333333332,0.7725390624999999,152.0,0.1419234360410831,81.0,131.0,50.0
J6021_8.RCP,60.0,4.0,5.566666666666666,2.7041120949809425,334.0,106.0,0.059887005649717516,0.38926553672316383,0.6107344632768361,85.0,0.5041666666666667,0.8629757785467128,0.7764399153326489,185.0,0.1711378353376503,74.0,131.0,46.0
J6021_9.RCP,60.0,4.0,5.833333333333333,2.841165644981338,350.0,106.0,0.059887005649717516,0.3271186440677966,0.6728813559322033,69.0,0.5041666666666667,0.9782608695652174,0.8994565217391304,79.0,0.06633081444164568,68.0,127.0,58.0
J6022_1.RCP,60.0,4.0,5.083333333333333,2.83014526521559,305.0,106.0,0.059887005649717516,0.3706214689265537,0.6293785310734463,62.0,0.5041666666666667,0.6669004207573632,0.5572310575702932,0.0,0.0,42.0,69.0,7.0
J6022_10.RCP,60.0,4.0,5.433333333333334,2.7890659527678596,326.0,106.0,0.059887005649717516,0.33559322033898303,0.6644067796610169,69.0,0.5041666666666667,0.625,0.5674310090070959,12.0,0.01020408163265306,44.0,83.0,14.0
J6022_2.RCP,60.0,4.0,5.95,2.722896741829676,357.0,106.0,0.059887005649717516,0.36610169491525424,0.6338983050847458,83.0,0.5041666666666667,0.5903614457831325,0.4978098269702186,4.0,0.0035650623885918,49.0,95.0,12.0
J6022_3.RCP,60.0,4.0,5.383333333333334,3.1203187159149124,323.0,106.0,0.059887005649717516,0.35988700564971754,0.6401129943502825,70.0,0.5041666666666667,0.575,0.5537707039337475,17.0,0.01500441306266549,41.0,83.0,13.0
J6022_4.RCP,60.0,4.0,5.983333333333333,2.7537348375534556,359.0,106.0,0.059887005649717516,0.3790960451977401,0.6209039548022599,64.0,0.5041666666666667,0.8346354166666666,0.7162370629571954,11.0,0.010009099181073703,54.0,90.0,26.0
J6022_5.RCP,60.0,4.0,5.116666666666666,2.972606413383529,307.0,106.0,0.059887005649717516,0.3361581920903955,0.6638418079096045,76.0,0.5041666666666667,0.6807479224376731,0.5475010043050209,4.0,0.003404255319148937,52.0,82.0,6.0
J6022_6.RCP,60.0,4.0,5.85,2.8915105625491555,351.0,106.0,0.059887005649717516,0.35480225988700564,0.6451977401129944,79.0,0.5041666666666667,0.5583684950773559,0.5209250050231062,8.0,0.0070052539404553416,45.0,89.0,10.0
J6022_7.RCP,60.0,4.0,6.233333333333333,2.928974033495157,374.0,106.0,0.059887005649717516,0.33559322033898303,0.6644067796610169,69.0,0.5041666666666667,0.7095652173913043,0.5461668524712002,0.0,0.0,49.0,78.0,9.0
J6022_8.RCP,60.0,4.0,5.433333333333334,2.8773058386082093,326.0,106.0,0.059887005649717516,0.3344632768361582,0.6655367231638418,59.0,0.5041666666666667,0.673728813559322,0.5936928986299632,0.0,0.0,40.0,67.0,8.0
J6022_9.RCP,60.0,4.0,6.083333333333333,2.7766386553208937,365.0,106.0,0.059887005649717516,0.31412429378531076,0.6858757062146892,65.0,0.5041666666666667,0.5748717948717949,0.5361278960906752,0.0,0.0,38.0,82.0,17.0
J6023_1.RCP,60.0,4.0,6.433333333333334,2.6855580839412543,386.0,106.0,0.059887005649717516,0.3446327683615819,0.655367231638418,75.0,0.5041666666666667,0.52,0.44983245149911816,0.0,0.0,39.0,77.0,2.0
J6023_10.RCP,60.0,4.0,4.833333333333333,2.6718699236468995,290.0,106.0,0.059887005649717516,0.3694915254237288,0.6305084745762712,68.0,0.5041666666666667,0.4711328976034858,0.4341654022720199,0.0,0.0,33.0,77.0,9.0
J6023_2.RCP,60.0,4.0,5.916666666666667,2.9171428182765102,355.0,106.0,0.059887005649717516,0.35141242937853107,0.648587570621469,69.0,0.5041666666666667,0.4536671058410189,0.4230130052669838,0.0,0.0,32.0,74.0,5.0
J6023_3.RCP,60.0,4.0,5.516666666666667,2.7778388882166816,331.0,106.0,0.059887005649717516,0.384180790960452,0.615819209039548,75.0,0.5041666666666667,0.5411764705882353,0.451254063883618,3.0,0.0027522935779816515,41.0,91.0,16.0
J6023_4.RCP,60.0,4.0,5.566666666666666,3.1110912697780004,334.0,106.0,0.059887005649717516,0.3553672316384181,0.6446327683615819,83.0,0.5041666666666667,0.4819277108433735,0.4378738703843114,0.0,0.0,40.0,90.0,7.0
J6023_5.RCP,60.0,4.0,5.783333333333333,2.7452484202506864,347.0,106.0,0.059887005649717516,0.34519774011299437,0.6548022598870056,72.0,0.5041666666666667,0.4987745098039216,0.4560008851695284,0.0,0.0,36.0,78.0,6.0
J6023_6.RCP,60.0,4.0,5.2,2.663331247391757,312.0,106.0,0.059887005649717516,0.4067796610169492,0.5932203389830508,81.0,0.5041666666666667,0.5490578297595842,0.4376330078084464,1.0,0.0009523809523809524,45.0,85.0,4.0
J6023_7.RCP,60.0,4.0,5.216666666666667,2.595455429956155,313.0,106.0,0.059887005649717516,0.3615819209039548,0.6384180790960452,60.0,0.5041666666666667,0.6297101449275362,0.5313445335863813,0.0,0.0,38.0,63.0,3.0
J6023_8.RCP,60.0,4.0,5.533333333333333,3.1169785940162553,332.0,106.0,0.059887005649717516,0.3807909604519774,0.6192090395480225,72.0,0.5041666666666667,0.5823412698412699,0.43961164847883594,0.0,0.0,42.0,72.0,0.0
J6023_9.RCP,60.0,4.0,5.133333333333334,2.8311756490114766,308.0,106.0,0.059887005649717516,0.3502824858757062,0.6497175141242938,64.0,0.5041666666666667,0.5708333333333333,0.46919436177248675,0.0,0.0,37.0,64.0,0.0
J6024_1.RCP,60.0,4.0,4.733333333333333,2.731706833139717,284.0,106.0,0.059887005649717516,0.3694915254237288,0.6305084745762712,65.0,0.5041666666666667,0.47384615384615386,0.37751958567748045,0.0,0.0,31.0,65.0,0.0
J6024_10.RCP,60.0,4.0,5.733333333333333,2.5420901286583493,344.0,106.0,0.059887005649717516,0.37740112994350283,0.6225988700564972,66.0,0.5041666666666667,0.4624017957351291,0.4233086282883031,0.0,0.0,31.0,66.0,0.0
J6024_2.RCP,60.0,4.0,5.1,2.7489391893358914,306.0,106.0,0.059887005649717516,0.3536723163841808,0.6463276836158192,55.0,0.5041666666666667,0.42818181818181816,0.3386639292310046,0.0,0.0,24.0,55.0,0.0
J6024_3.RCP,60.0,4.0,5.216666666666667,2.817159720159453,313.0,106.0,0.059887005649717516,0.38531073446327685,0.6146892655367231,67.0,0.5041666666666667,0.39800995024875624,0.36028565178062255,0.0,0.0,27.0,67.0,0.0
J6024_4.RCP,60.0,4.0,5.883333333333334,2.595455429956155,353.0,106.0,0.059887005649717516,0.3587570621468927,0.6412429378531073,78.0,0.5041666666666667,0.44051282051282054,0.3956734649116366,0.0,0.0,35.0,78.0,0.0
J6024_5.RCP,60.0,4.0,5.266666666666667,2.8158282775923835,316.0,106.0,0.059887005649717516,0.33785310734463275,0.6621468926553673,76.0,0.5041666666666667,0.4605263157894737,0.3668881522499944,0.0,0.0,35.0,76.0,0.0
J6024_6.RCP,60.0,4.0,5.133333333333334,2.565584187319181,308.0,106.0,0.059887005649717516,0.34915254237288135,0.6508474576271186,75.0,0.5041666666666667,0.43160493827160495,0.3023176509843176,0.0,0.0,33.0,75.0,0.0
J6024_7.RCP,60.0,4.0,5.733333333333333,2.688659310676771,344.0,106.0,0.059887005649717516,0.3728813559322034,0.6271186440677966,68.0,0.5041666666666667,0.5227272727272727,0.383609448756622,0.0,0.0,36.0,68.0,0.0
J6024_8.RCP,60.0,4.0,5.883333333333334,3.0555505050463307,353.0,106.0,0.059887005649717516,0.3700564971751412,0.6299435028248588,81.0,0.5041666666666667,0.4444444444444444,0.3872870189877987,0.0,0.0,36.0,81.0,0.0
J6024_9.RCP,60.0,4.0,5.5,2.9068883707497264,330.0,106.0,0.059887005649717516,0.3581920903954802,0.6418079096045197,80.0,0.5041666666666667,0.475,0.39571562776304153,0.0,0.0,38.0,80.0,0.0
J6025_1.RCP,60.0,4.0,4.866666666666666,2.8720878971384023,292.0,106.0,0.059887005649717516,0.38022598870056495,0.619774011299435,71.0,0.7541666666666667,1.2985915492957747,1.1094679186228482,277.0,0.25250683682771197,93.0,147.0,54.0
J6025_10.RCP,60.0,4.0,5.866666666666666,2.9009576962712775,352.0,106.0,0.059887005649717516,0.40282485875706214,0.5971751412429378,77.0,0.7541666666666667,1.1161191749427044,0.954311868287985,45.0,0.04257332071901608,86.0,129.0,43.0
J6025_2.RCP,60.0,4.0,5.883333333333334,2.898802434722925,353.0,106.0,0.059887005649717516,0.35706214689265536,0.6429378531073446,69.0,0.7541666666666667,1.1022544283413849,1.0890844260409478,26.0,0.022847100175746926,77.0,127.0,50.0
J6025_3.RCP,60.0,4.0,5.966666666666667,2.828230699375298,358.0,106.0,0.059887005649717516,0.38531073446327685,0.6146892655367231,90.0,0.7541666666666667,1.0520833333333333,0.9175712719298246,135.0,0.12408088235294121,95.0,152.0,57.0
J6025_4.RCP,60.0,4.0,5.6,2.8059460674313277,336.0,106.0,0.059887005649717516,0.384180790960452,0.615819209039548,78.0,0.7541666666666667,1.083710407239819,1.0364875404468163,95.0,0.0871559633027523,85.0,136.0,51.0
J6025_5.RCP,60.0,4.0,4.716666666666667,2.6776336982907543,283.0,106.0,0.059887005649717516,0.33559322033898303,0.6644067796610169,61.0,0.7541666666666667,1.2690453230472516,1.1252009000321441,144.0,0.12244897959183673,78.0,125.0,47.0
J6025_6.RCP,60.0,4.0,5.8,2.7856776554368237,348.0,106.0,0.059887005649717516,0.34067796610169493,0.659322033898305,75.0,0.7541666666666667,1.2259649122807017,1.1307273391812864,129.0,0.11053984575835478,92.0,138.0,46.0
J6025_7.RCP,60.0,4.0,4.716666666666667,2.696242241012892,283.0,106.0,0.059887005649717516,0.35649717514124296,0.6435028248587571,66.0,0.7541666666666667,1.1401515151515151,1.0286931818181817,119.0,0.1044776119402985,76.0,111.0,35.0
J6025_8.RCP,60.0,4.0,5.433333333333334,3.216450769956779,326.0,106.0,0.059887005649717516,0.31468926553672316,0.6853107344632768,57.0,0.7541666666666667,1.4484649122807018,1.2906211526623577,63.0,0.05193734542456719,83.0,133.0,50.0
J6025_9.RCP,60.0,4.0,4.783333333333333,2.4905934143403563,287.0,106.0,0.059887005649717516,0.3502824858757062,0.6497175141242938,69.0,0.7541666666666667,1.1210571184995737,1.0516209201071733,175.0,0.15217391304347827,78.0,121.0,43.0
J6026_1.RCP,60.0,4.0,5.316666666666666,2.6488467092092907,319.0,106.0,0.059887005649717516,0.3327683615819209,0.6672316384180791,80.0,0.7541666666666667,0.693,0.5824662065038829,0.0,0.0,56.0,92.0,12.0
J6026_10.RCP,60.0,4.0,5.233333333333333,2.830586904198884,314.0,106.0,0.059887005649717516,0.41468926553672314,0.5853107344632769,85.0,0.7541666666666667,0.6418823529411765,0.5423783894946231,0.0,0.0,55.0,97.0,12.0
J6026_2.RCP,60.0,4.0,4.916666666666667,2.8536039591287987,295.0,106.0,0.059887005649717516,0.3423728813559322,0.6576271186440679,63.0,0.7541666666666667,0.8359788359788359,0.7352660199882421,0.0,0.0,53.0,77.0,14.0
J6026_3.RCP,60.0,4.0,5.783333333333333,3.028154920446149,347.0,106.0,0.059887005649717516,0.3214689265536723,0.6785310734463277,71.0,0.7541666666666667,0.7887323943661971,0.6887332616387983,0.0,0.0,56.0,81.0,10.0
J6026_4.RCP,60.0,4.0,5.2,2.821347195933177,312.0,106.0,0.059887005649717516,0.3785310734463277,0.6214689265536724,65.0,0.7541666666666667,0.8185676392572945,0.7189349112426036,0.0,0.0,54.0,89.0,24.0
J6026_5.RCP,60.0,4.0,4.866666666666666,2.661244487494943,292.0,106.0,0.059887005649717516,0.3497175141242938,0.6502824858757061,61.0,0.7541666666666667,0.734669095324833,0.6450861685748981,0.0,0.0,45.0,72.0,11.0
J6026_6.RCP,60.0,4.0,5.5,2.565800719723442,330.0,106.0,0.059887005649717516,0.327683615819209,0.672316384180791,73.0,0.7541666666666667,0.7855866587254318,0.6735735419010435,0.0,0.0,58.0,84.0,11.0
J6026_7.RCP,60.0,4.0,4.966666666666667,2.6202205165893115,298.0,106.0,0.059887005649717516,0.3644067796610169,0.6355932203389831,72.0,0.7541666666666667,0.635,0.5804676848920454,0.0,0.0,46.0,76.0,4.0
J6026_8.RCP,60.0,4.0,5.75,3.020071743077196,345.0,106.0,0.059887005649717516,0.37966101694915255,0.6203389830508474,89.0,0.7541666666666667,0.6642178046672429,0.5562346946125036,0.0,0.0,60.0,99.0,10.0
J6026_9.RCP,60.0,4.0,6.05,2.940663190506523,363.0,106.0,0.059887005649717516,0.3282485875706215,0.6717514124293785,62.0,0.7541666666666667,0.8031309297912713,0.7272963189725279,0.0,0.0,50.0,85.0,23.0
J6027_1.RCP,60.0,4.0,5.766666666666667,2.7225396640310353,346.0,106.0,0.059887005649717516,0.4016949152542373,0.5983050847457627,96.0,0.7541666666666667,0.5603298611111112,0.5008164463702147,0.0,0.0,54.0,99.0,3.0
J6027_10.RCP,60.0,4.0,5.433333333333334,2.734755727462489,326.0,106.0,0.059887005649717516,0.3129943502824859,0.6870056497175141,57.0,0.7541666666666667,0.6392262708052182,0.5483910804537739,0.0,0.0,37.0,59.0,2.0
J6027_2.RCP,60.0,4.0,4.616666666666666,3.0226460078694113,277.0,106.0,0.059887005649717516,0.4152542372881356,0.5847457627118644,74.0,0.7541666666666667,0.6475225225225225,0.535931013301703,0.0,0.0,48.0,79.0,5.0
J6027_3.RCP,60.0,4.0,5.05,3.0736785778607367,303.0,106.0,0.059887005649717516,0.34011299435028247,0.6598870056497175,76.0,0.7541666666666667,0.6126644736842105,0.5795402803215303,0.0,0.0,47.0,79.0,3.0
J6027_4.RCP,60.0,4.0,5.033333333333333,2.822331581433258,302.0,106.0,0.059887005649717516,0.34519774011299437,0.6548022598870056,60.0,0.7541666666666667,0.6161458333333333,0.5136197916666667,0.0,0.0,37.0,70.0,10.0
J6027_5.RCP,60.0,4.0,5.733333333333333,2.8859814429217816,344.0,106.0,0.059887005649717516,0.3581920903954802,0.6418079096045197,78.0,0.7541666666666667,0.6355311355311355,0.5170018877449218,0.0,0.0,50.0,81.0,3.0
J6027_6.RCP,60.0,4.0,5.8,3.124099870362662,348.0,106.0,0.059887005649717516,0.315819209039548,0.684180790960452,64.0,0.7541666666666667,0.6477272727272727,0.5880654592500523,0.0,0.0,42.0,68.0,4.0
J6027_7.RCP,60.0,4.0,5.633333333333334,2.6768555350551804,338.0,106.0,0.059887005649717516,0.3367231638418079,0.6632768361581921,83.0,0.7541666666666667,0.4966532797858099,0.47637366098099276,0.0,0.0,42.0,83.0,0.0
J6027_8.RCP,60.0,4.0,5.416666666666667,2.788617738035977,325.0,106.0,0.059887005649717516,0.35706214689265536,0.6429378531073446,88.0,0.7541666666666667,0.5586363636363636,0.4872346076022546,0.0,0.0,50.0,89.0,1.0
J6027_9.RCP,60.0,4.0,5.383333333333334,2.83485253388759,323.0,106.0,0.059887005649717516,0.3581920903954802,0.6418079096045197,76.0,0.7541666666666667,0.5497866287339972,0.4839976761029393,0.0,0.0,42.0,88.0,12.0
J6028_1.RCP,60.0,4.0,5.9,2.8734416066220425,354.0,106.0,0.059887005649717516,0.4214689265536723,0.5785310734463277,92.0,0.7541666666666667,0.430366847826087,0.3967131957903298,0.0,0.0,40.0,92.0,0.0
J6028_10.RCP,60.0,4.0,6.733333333333333,2.372527953236566,404.0,106.0,0.059887005649717516,0.32994350282485874,0.6700564971751413,74.0,0.7541666666666667,0.4484797297297297,0.39105345109481143,0.0,0.0,34.0,74.0,0.0
J6028_2.RCP,60.0,4.0,5.116666666666666,2.7452484202506864,307.0,106.0,0.059887005649717516,0.3214689265536723,0.6785310734463277,64.0,0.7541666666666667,0.47705078125,0.4286790192925033,0.0,0.0,31.0,64.0,0.0
